url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,40,20
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,18,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,15,5
/Atracsys/SlicerAstmPhantomTest/tree/master,8,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,6,5
/Atracsys/SlicerAstmPhantomTest/issues,6,2
/Atracsys/SlicerAstmPhantomTest/issues/5,6,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,5,3
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/gt/phantom.txt,4,2
/Atracsys/SlicerAstmPhantomTest/tree/master/readme_img,4,1
