referrer,views_total,views_unique
atracsys.com,37,10
statics.teams.cdn.office.net,11,4
Google,11,3
DuckDuckGo,3,2
arthrex.atlassian.net,1,1
smith-nephew.atlassian.net,1,1
Bing,1,1
