url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,30,20
/Atracsys/SlicerAstmPhantomTest/find/master,2,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/pitch.gif,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/roll.gif,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/yaw.gif,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/screenshots/screenshot1.png,1,1
/Atracsys/SlicerAstmPhantomTest/blob/master/SlicerAstmPhantomTest.png,1,1
/Atracsys/SlicerAstmPhantomTest/commit/47c75094114fc65594502eeef0a4103c0073d0f2,1,1
/Atracsys/SlicerAstmPhantomTest/commit/54136192714496cd7813ad380d0e29c7d54a66de,1,1
/Atracsys/SlicerAstmPhantomTest/commit/e09a59f2097b6054f2fb1c0d8161db505b44ac16,1,1
