time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-26 00:00:00+00:00,4,3,,
2023-11-27 00:00:00+00:00,8,5,4.0,2.0
2023-11-28 00:00:00+00:00,6,3,8.0,5.0
2023-11-29 00:00:00+00:00,6,3,5.0,2.0
2023-11-30 00:00:00+00:00,6,3,10.0,4.0
2023-12-01 00:00:00+00:00,7,3,2.0,2.0
2023-12-02 00:00:00+00:00,7,3,,
2023-12-03 00:00:00+00:00,7,3,,
2023-12-04 00:00:00+00:00,9,5,4.0,2.0
2023-12-05 00:00:00+00:00,9,5,11.0,1.0
2023-12-06 00:00:00+00:00,7,3,3.0,2.0
2023-12-07 00:00:00+00:00,7,3,3.0,2.0
2023-12-08 00:00:00+00:00,6,3,,
2023-12-09 00:00:00+00:00,6,2,,
