url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,46,20
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,10,3
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,6,2
/Atracsys/SlicerAstmPhantomTest/tree/master,5,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/calib.svg,4,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/wv_locations_light.svg,4,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/parameter_input1.svg,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/views.svg,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/SlicerAstmPhantomTest.png,2,1
