time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-09 00:00:00+00:00,7,3,5.0,2.0
2024-04-10 00:00:00+00:00,10,6,4.0,3.0
2024-04-11 00:00:00+00:00,8,4,9.0,3.0
2024-04-12 00:00:00+00:00,9,4,8.0,5.0
2024-04-13 00:00:00+00:00,8,4,4.0,1.0
2024-04-14 00:00:00+00:00,7,3,,
2024-04-15 00:00:00+00:00,7,3,41.0,4.0
2024-04-16 00:00:00+00:00,7,3,13.0,7.0
2024-04-17 00:00:00+00:00,9,4,9.0,6.0
2024-04-18 00:00:00+00:00,7,3,45.0,5.0
2024-04-19 00:00:00+00:00,7,3,123.0,6.0
2024-04-20 00:00:00+00:00,7,3,,
2024-04-21 00:00:00+00:00,11,4,,
2024-04-22 00:00:00+00:00,7,3,8.0,3.0
