time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-20 00:00:00+00:00,8,4,2.0,2.0
2023-07-21 00:00:00+00:00,6,3,54.0,4.0
2023-07-22 00:00:00+00:00,6,3,,
2023-07-23 00:00:00+00:00,7,3,,
2023-07-24 00:00:00+00:00,8,4,2.0,2.0
2023-07-25 00:00:00+00:00,6,3,14.0,4.0
2023-07-26 00:00:00+00:00,7,4,11.0,2.0
2023-07-27 00:00:00+00:00,6,3,3.0,1.0
2023-07-28 00:00:00+00:00,9,5,47.0,4.0
2023-07-29 00:00:00+00:00,6,3,,
2023-07-30 00:00:00+00:00,6,3,,
2023-07-31 00:00:00+00:00,7,4,3.0,1.0
2023-08-01 00:00:00+00:00,6,3,1.0,1.0
2023-08-02 00:00:00+00:00,6,2,4.0,2.0
