url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,38,15
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,10,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,8,5
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,7,3
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,5,3
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,3,3
/Atracsys/SlicerAstmPhantomTest/blob/master/CMakeLists.txt,3,2
/Atracsys/SlicerAstmPhantomTest/tree/master,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/vega_RAS.stl,2,2
