time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-01 00:00:00+00:00,14,5,51.0,5.0
2023-02-02 00:00:00+00:00,39,4,7.0,4.0
2023-02-03 00:00:00+00:00,12,5,3.0,3.0
2023-02-04 00:00:00+00:00,7,3,,
2023-02-05 00:00:00+00:00,7,3,1.0,1.0
2023-02-06 00:00:00+00:00,8,4,8.0,2.0
2023-02-07 00:00:00+00:00,8,3,1.0,1.0
2023-02-08 00:00:00+00:00,15,4,1.0,1.0
2023-02-09 00:00:00+00:00,6,3,1.0,1.0
2023-02-10 00:00:00+00:00,11,4,,
2023-02-11 00:00:00+00:00,9,4,,
2023-02-12 00:00:00+00:00,8,4,1.0,1.0
2023-02-13 00:00:00+00:00,7,4,,
2023-02-14 00:00:00+00:00,9,4,2.0,2.0
