time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-10 00:00:00+00:00,5,4,6,3
2025-09-11 00:00:00+00:00,7,6,1,1
2025-09-12 00:00:00+00:00,4,4,1,1
2025-09-13 00:00:00+00:00,5,5,8,1
2025-09-14 00:00:00+00:00,3,3,1,1
2025-09-15 00:00:00+00:00,6,6,3,3
2025-09-16 00:00:00+00:00,15,10,2,2
2025-09-17 00:00:00+00:00,7,3,2,2
2025-09-18 00:00:00+00:00,11,7,24,5
2025-09-19 00:00:00+00:00,10,6,22,6
2025-09-20 00:00:00+00:00,13,7,2,2
2025-09-21 00:00:00+00:00,10,6,2,2
2025-09-22 00:00:00+00:00,13,9,4,2
2025-09-23 00:00:00+00:00,6,2,1,1
