time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-01 00:00:00+00:00,10,4,,
2024-06-02 00:00:00+00:00,5,3,,
2024-06-03 00:00:00+00:00,5,4,2.0,1.0
2024-06-04 00:00:00+00:00,6,3,,
2024-06-05 00:00:00+00:00,6,4,5.0,3.0
2024-06-06 00:00:00+00:00,6,3,1.0,1.0
2024-06-07 00:00:00+00:00,11,5,93.0,7.0
2024-06-08 00:00:00+00:00,7,4,,
2024-06-09 00:00:00+00:00,10,4,1.0,1.0
2024-06-10 00:00:00+00:00,6,3,9.0,4.0
2024-06-11 00:00:00+00:00,6,3,7.0,4.0
2024-06-12 00:00:00+00:00,6,3,2.0,2.0
2024-06-13 00:00:00+00:00,7,4,2.0,2.0
2024-06-14 00:00:00+00:00,5,2,16.0,4.0
