url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,40,17
/Atracsys/SlicerAstmPhantomTest/graphs/traffic,7,1
/Atracsys/SlicerAstmPhantomTest/tree/master/.github/workflows,7,1
/Atracsys/SlicerAstmPhantomTest/tree/e09a59f2097b6054f2fb1c0d8161db505b44ac16/AstmPhantomTest,4,2
/Atracsys/SlicerAstmPhantomTest/tree/e09a59f2097b6054f2fb1c0d8161db505b44ac16/AstmPhantomTest/Resources/models,3,2
/Atracsys/SlicerAstmPhantomTest/blob/e09a59f2097b6054f2fb1c0d8161db505b44ac16/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,3,1
/Atracsys/SlicerAstmPhantomTest/blob/github-repo-stats/Atracsys/SlicerAstmPhantomTest/latest-report/report.pdf,3,1
/Atracsys/SlicerAstmPhantomTest/tree/github-repo-stats,3,1
/Atracsys/SlicerAstmPhantomTest/tree/master/readme_img,2,2
/Atracsys/SlicerAstmPhantomTest/actions,2,1
