time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,11,5,93.0,7.0
2024-06-08 00:00:00+00:00,7,4,,
2024-06-09 00:00:00+00:00,10,4,1.0,1.0
2024-06-10 00:00:00+00:00,6,3,9.0,4.0
2024-06-11 00:00:00+00:00,6,3,7.0,4.0
2024-06-12 00:00:00+00:00,6,3,2.0,2.0
2024-06-13 00:00:00+00:00,7,4,2.0,2.0
2024-06-14 00:00:00+00:00,5,2,16.0,4.0
2024-06-15 00:00:00+00:00,2,1,,
2024-06-16 00:00:00+00:00,2,1,,
2024-06-17 00:00:00+00:00,1,1,4.0,2.0
2024-06-18 00:00:00+00:00,6,3,43.0,6.0
2024-06-19 00:00:00+00:00,6,3,6.0,3.0
2024-06-20 00:00:00+00:00,7,2,7.0,4.0
