url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,33,22
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,25,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,23,5
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,14,4
/Atracsys/SlicerAstmPhantomTest/tree/master,7,6
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,5,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,4,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/wv,4,1
/Atracsys/SlicerAstmPhantomTest/commit/28ffe75,2,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/ftk500_RAS.stl,2,1
