time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-03 00:00:00+00:00,7,3,1.0,1.0
2024-03-04 00:00:00+00:00,9,5,6.0,2.0
2024-03-05 00:00:00+00:00,7,3,4.0,3.0
2024-03-06 00:00:00+00:00,8,4,57.0,4.0
2024-03-07 00:00:00+00:00,7,3,9.0,5.0
2024-03-08 00:00:00+00:00,9,5,2.0,2.0
2024-03-09 00:00:00+00:00,7,3,,
2024-03-10 00:00:00+00:00,8,4,,
2024-03-11 00:00:00+00:00,8,4,3.0,2.0
2024-03-12 00:00:00+00:00,8,4,8.0,4.0
2024-03-13 00:00:00+00:00,7,3,5.0,3.0
2024-03-14 00:00:00+00:00,7,3,19.0,7.0
2024-03-15 00:00:00+00:00,7,3,44.0,10.0
2024-03-16 00:00:00+00:00,6,2,,
