time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-21 00:00:00+00:00,7,3,,
2023-10-22 00:00:00+00:00,7,3,,
2023-10-23 00:00:00+00:00,8,4,1.0,1.0
2023-10-24 00:00:00+00:00,7,3,1.0,1.0
2023-10-25 00:00:00+00:00,8,4,,
2023-10-26 00:00:00+00:00,7,3,33.0,1.0
2023-10-27 00:00:00+00:00,7,3,6.0,1.0
2023-10-28 00:00:00+00:00,7,3,1.0,1.0
2023-10-29 00:00:00+00:00,7,3,8.0,1.0
2023-10-30 00:00:00+00:00,8,4,1.0,1.0
2023-10-31 00:00:00+00:00,7,3,5.0,3.0
2023-11-01 00:00:00+00:00,8,4,98.0,3.0
2023-11-02 00:00:00+00:00,7,3,16.0,3.0
2023-11-03 00:00:00+00:00,6,2,4.0,1.0
