referrer,views_total,views_unique
atracsys.com,33,11
Google,10,4
statics.teams.cdn.office.net,2,2
DuckDuckGo,2,1
arthrex.atlassian.net,1,1
smith-nephew.atlassian.net,1,1
Bing,1,1
