url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,77,25
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,21,4
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,20,3
/Atracsys/SlicerAstmPhantomTest/issues,17,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2018_RAS.stl,16,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,16,2
/Atracsys/SlicerAstmPhantomTest/issues/5,16,1
/Atracsys/SlicerAstmPhantomTest/tree/master,8,3
/Atracsys/SlicerAstmPhantomTest/tree/master/screenshots,8,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,6,3
