time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,7,3,31.0,1.0
2025-02-27 00:00:00+00:00,10,6,1.0,1.0
2025-02-28 00:00:00+00:00,5,2,3.0,1.0
2025-03-01 00:00:00+00:00,14,5,,
2025-03-02 00:00:00+00:00,9,4,15.0,1.0
2025-03-03 00:00:00+00:00,8,4,13.0,2.0
2025-03-04 00:00:00+00:00,7,3,,
2025-03-05 00:00:00+00:00,7,3,1.0,1.0
2025-03-06 00:00:00+00:00,7,3,2.0,2.0
2025-03-07 00:00:00+00:00,7,3,,
2025-03-08 00:00:00+00:00,10,4,,
2025-03-09 00:00:00+00:00,10,5,1.0,1.0
2025-03-10 00:00:00+00:00,11,5,,
2025-03-11 00:00:00+00:00,7,3,1.0,1.0
