url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,21,12
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,16,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,10,3
/Atracsys/SlicerAstmPhantomTest/activity,10,1
/Atracsys/SlicerAstmPhantomTest/blob/master/License.txt,7,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,6,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTestClasses/Phantom.py,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/update2.png,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/wv_nodes_light.svg,4,2
