time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-13 00:00:00+00:00,21,9,,
2025-06-14 00:00:00+00:00,9,5,,
2025-06-15 00:00:00+00:00,11,7,,
2025-06-16 00:00:00+00:00,11,7,6.0,3.0
2025-06-17 00:00:00+00:00,9,5,43.0,5.0
2025-06-18 00:00:00+00:00,7,3,10.0,4.0
2025-06-19 00:00:00+00:00,7,3,1.0,1.0
2025-06-20 00:00:00+00:00,10,8,3.0,1.0
2025-06-21 00:00:00+00:00,7,3,1.0,1.0
2025-06-22 00:00:00+00:00,8,4,2.0,2.0
2025-06-23 00:00:00+00:00,8,4,20.0,4.0
2025-06-24 00:00:00+00:00,6,3,12.0,2.0
2025-06-25 00:00:00+00:00,6,3,4.0,3.0
2025-06-26 00:00:00+00:00,5,2,23.0,3.0
