time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-20 00:00:00+00:00,7,4,3.0,2.0
2023-03-21 00:00:00+00:00,6,3,7.0,3.0
2023-03-22 00:00:00+00:00,5,3,10.0,4.0
2023-03-23 00:00:00+00:00,8,3,4.0,2.0
2023-03-24 00:00:00+00:00,7,3,6.0,2.0
2023-03-25 00:00:00+00:00,6,3,,
2023-03-26 00:00:00+00:00,8,4,,
2023-03-27 00:00:00+00:00,9,4,1.0,1.0
2023-03-28 00:00:00+00:00,7,3,18.0,5.0
2023-03-29 00:00:00+00:00,7,3,,
2023-03-30 00:00:00+00:00,8,4,11.0,3.0
2023-03-31 00:00:00+00:00,6,3,1.0,1.0
2023-04-01 00:00:00+00:00,7,3,12.0,1.0
2023-04-02 00:00:00+00:00,6,2,,
