referrer,views_total,views_unique
Google,50,10
atracsys-measurement.com,37,1
atracsys.com,28,5
statics.teams.cdn.office.net,8,2
github.com,2,2
yandex.ru,1,1
Bing,1,1
DuckDuckGo,1,1
