time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-21 00:00:00+00:00,7,3,,
2023-05-22 00:00:00+00:00,10,5,4.0,3.0
2023-05-23 00:00:00+00:00,9,4,7.0,2.0
2023-05-24 00:00:00+00:00,7,3,3.0,1.0
2023-05-25 00:00:00+00:00,7,3,1.0,1.0
2023-05-26 00:00:00+00:00,7,3,3.0,2.0
2023-05-27 00:00:00+00:00,7,3,,
2023-05-28 00:00:00+00:00,8,4,,
2023-05-29 00:00:00+00:00,9,5,,
2023-05-30 00:00:00+00:00,7,3,10.0,2.0
2023-05-31 00:00:00+00:00,7,3,1.0,1.0
2023-06-01 00:00:00+00:00,8,4,2.0,2.0
2023-06-02 00:00:00+00:00,7,3,,
2023-06-03 00:00:00+00:00,6,2,,
