time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-24 00:00:00+00:00,10,4,11.0,5.0
2024-05-25 00:00:00+00:00,6,3,17.0,1.0
2024-05-26 00:00:00+00:00,14,5,,
2024-05-27 00:00:00+00:00,6,3,2.0,1.0
2024-05-28 00:00:00+00:00,6,3,6.0,4.0
2024-05-29 00:00:00+00:00,6,3,4.0,3.0
2024-05-30 00:00:00+00:00,6,3,1.0,1.0
2024-05-31 00:00:00+00:00,10,4,9.0,2.0
2024-06-01 00:00:00+00:00,10,4,,
2024-06-02 00:00:00+00:00,5,3,,
2024-06-03 00:00:00+00:00,5,4,2.0,1.0
2024-06-04 00:00:00+00:00,6,3,,
2024-06-05 00:00:00+00:00,6,4,5.0,3.0
2024-06-06 00:00:00+00:00,5,2,1.0,1.0
