time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-29 00:00:00+00:00,7,3,,
2023-03-30 00:00:00+00:00,8,4,11.0,3.0
2023-03-31 00:00:00+00:00,6,3,1.0,1.0
2023-04-01 00:00:00+00:00,7,3,12.0,1.0
2023-04-02 00:00:00+00:00,7,3,,
2023-04-03 00:00:00+00:00,7,3,1.0,1.0
2023-04-04 00:00:00+00:00,7,3,1.0,1.0
2023-04-05 00:00:00+00:00,7,3,3.0,3.0
2023-04-06 00:00:00+00:00,8,4,7.0,1.0
2023-04-07 00:00:00+00:00,7,3,2.0,2.0
2023-04-08 00:00:00+00:00,7,3,1.0,1.0
2023-04-09 00:00:00+00:00,7,3,,
2023-04-10 00:00:00+00:00,8,4,2.0,2.0
2023-04-11 00:00:00+00:00,7,3,23.0,4.0
