referrer,views_total,views_unique
Google,49,9
atracsys.com,44,6
atracsys-measurement.com,37,1
statics.teams.cdn.office.net,8,2
github.com,3,2
yandex.ru,1,1
Bing,1,1
DuckDuckGo,1,1
