time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-02 00:00:00+00:00,7,3,,
2023-09-03 00:00:00+00:00,7,3,,
2023-09-04 00:00:00+00:00,8,4,24.0,2.0
2023-09-05 00:00:00+00:00,7,3,18.0,3.0
2023-09-06 00:00:00+00:00,7,3,1.0,1.0
2023-09-07 00:00:00+00:00,7,3,6.0,3.0
2023-09-08 00:00:00+00:00,7,3,,
2023-09-09 00:00:00+00:00,9,4,,
2023-09-10 00:00:00+00:00,7,3,,
2023-09-11 00:00:00+00:00,8,4,4.0,4.0
2023-09-12 00:00:00+00:00,7,3,4.0,3.0
2023-09-13 00:00:00+00:00,14,5,3.0,2.0
2023-09-14 00:00:00+00:00,9,4,6.0,2.0
2023-09-15 00:00:00+00:00,6,2,6.0,3.0
