referrer,views_total,views_unique
atracsys.com,42,13
Google,42,8
statics.teams.cdn.office.net,7,2
Bing,4,2
extensions.slicer.org,1,1
github.com,1,1
DuckDuckGo,1,1
atracsys-measurement.com,1,1
