referrer,views_total,views_unique
atracsys.com,32,10
Google,10,4
statics.teams.cdn.office.net,3,3
DuckDuckGo,2,1
gemini.google.com,2,1
smith-nephew.atlassian.net,1,1
arthrex.atlassian.net,1,1
Bing,1,1
