time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-17 00:00:00+00:00,7,3,2.0,2.0
2024-01-18 00:00:00+00:00,7,3,2.0,1.0
2024-01-19 00:00:00+00:00,7,3,1.0,1.0
2024-01-20 00:00:00+00:00,7,3,23.0,2.0
2024-01-21 00:00:00+00:00,7,4,,
2024-01-22 00:00:00+00:00,5,3,2.0,2.0
2024-01-23 00:00:00+00:00,7,3,69.0,3.0
2024-01-24 00:00:00+00:00,7,4,48.0,3.0
2024-01-25 00:00:00+00:00,8,3,5.0,3.0
2024-01-26 00:00:00+00:00,8,3,1.0,1.0
2024-01-27 00:00:00+00:00,7,3,1.0,1.0
2024-01-28 00:00:00+00:00,8,4,1.0,1.0
2024-01-29 00:00:00+00:00,7,4,4.0,4.0
2024-01-30 00:00:00+00:00,5,2,3.0,1.0
