time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-28 00:00:00+00:00,6,3,42.0,5.0
2025-05-29 00:00:00+00:00,9,4,22.0,6.0
2025-05-30 00:00:00+00:00,11,4,6.0,4.0
2025-05-31 00:00:00+00:00,11,4,9.0,1.0
2025-06-01 00:00:00+00:00,7,3,2.0,1.0
2025-06-02 00:00:00+00:00,8,4,10.0,5.0
2025-06-03 00:00:00+00:00,8,4,2.0,2.0
2025-06-04 00:00:00+00:00,8,4,2.0,2.0
2025-06-05 00:00:00+00:00,8,4,10.0,2.0
2025-06-06 00:00:00+00:00,9,4,,
2025-06-07 00:00:00+00:00,10,5,,
2025-06-08 00:00:00+00:00,11,4,,
2025-06-09 00:00:00+00:00,10,4,2.0,2.0
2025-06-10 00:00:00+00:00,6,2,36.0,4.0
