time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,7,3,,
2024-02-26 00:00:00+00:00,8,4,21.0,2.0
2024-02-27 00:00:00+00:00,7,3,2.0,2.0
2024-02-28 00:00:00+00:00,8,4,35.0,7.0
2024-02-29 00:00:00+00:00,7,3,15.0,1.0
2024-03-01 00:00:00+00:00,8,4,6.0,4.0
2024-03-02 00:00:00+00:00,8,4,,
2024-03-03 00:00:00+00:00,7,3,1.0,1.0
2024-03-04 00:00:00+00:00,9,5,6.0,2.0
2024-03-05 00:00:00+00:00,7,3,4.0,3.0
2024-03-06 00:00:00+00:00,8,4,57.0,4.0
2024-03-07 00:00:00+00:00,7,3,9.0,5.0
2024-03-08 00:00:00+00:00,9,5,2.0,2.0
2024-03-09 00:00:00+00:00,6,2,,
