url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,26,15
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,11,3
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,11,3
/Atracsys/SlicerAstmPhantomTest/tree/master,6,3
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,5,3
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/gt/phantom.txt,5,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,4,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,4,2
/Atracsys/SlicerAstmPhantomTest/issues,4,1
/Atracsys/SlicerAstmPhantomTest/tree/master/readme_img,4,1
