referrer,views_total,views_unique
Google,45,11
atracsys.com,40,15
statics.teams.cdn.office.net,4,3
Bing,4,3
github.com,1,1
atracsys-measurement.com,1,1
DuckDuckGo,1,1
extensions.slicer.org,1,1
