referrer,views_total,views_unique
Yahoo,17,1
Google,15,5
Bing,7,1
atracsys.com,2,2
cn.bing.com,1,1
atracsys-measurement.com,1,1
extensions.slicer.org,1,1
statics.teams.cdn.office.net,1,1
