time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-14 00:00:00+00:00,9,4,2.0,2.0
2025-04-15 00:00:00+00:00,12,6,18.0,7.0
2025-04-16 00:00:00+00:00,12,5,34.0,5.0
2025-04-17 00:00:00+00:00,13,5,28.0,4.0
2025-04-18 00:00:00+00:00,12,5,19.0,1.0
2025-04-19 00:00:00+00:00,12,6,,
2025-04-20 00:00:00+00:00,7,3,,
2025-04-21 00:00:00+00:00,7,3,1.0,1.0
2025-04-22 00:00:00+00:00,10,4,12.0,4.0
2025-04-23 00:00:00+00:00,6,3,1.0,1.0
2025-04-24 00:00:00+00:00,11,4,,
2025-04-25 00:00:00+00:00,7,3,13.0,4.0
2025-04-26 00:00:00+00:00,7,3,,
2025-04-27 00:00:00+00:00,5,2,3.0,1.0
