url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,29,19
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,4,3
/Atracsys/SlicerAstmPhantomTest/blob/master/screenshots/screenshot1.png,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/screenshots/screenshot2.png,4,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,3,3
/Atracsys/SlicerAstmPhantomTest/blob/master/CMakeLists.txt,3,2
/Atracsys/SlicerAstmPhantomTest/blob/master/SlicerAstmPhantomTest.png,3,2
/Atracsys/SlicerAstmPhantomTest/tree/master/screenshots,3,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,2,2
/Atracsys/SlicerAstmPhantomTest/blob/master/License.txt,2,2
