time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-25 00:00:00+00:00,8,4,,
2023-12-26 00:00:00+00:00,8,4,,
2023-12-27 00:00:00+00:00,7,3,12.0,4.0
2023-12-28 00:00:00+00:00,7,3,3.0,3.0
2023-12-29 00:00:00+00:00,7,3,8.0,3.0
2023-12-30 00:00:00+00:00,9,4,1.0,1.0
2023-12-31 00:00:00+00:00,7,3,1.0,1.0
2024-01-01 00:00:00+00:00,10,5,,
2024-01-02 00:00:00+00:00,8,4,6.0,3.0
2024-01-03 00:00:00+00:00,7,3,1.0,1.0
2024-01-04 00:00:00+00:00,7,3,17.0,2.0
2024-01-05 00:00:00+00:00,9,5,38.0,3.0
2024-01-06 00:00:00+00:00,7,3,,
2024-01-07 00:00:00+00:00,6,2,,
