url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,29,20
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,9,3
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,8,7
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,8,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,6,4
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2018_RAS.stl,5,3
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,2,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/stk300_RAS.stl,2,1
/Atracsys/SlicerAstmPhantomTest/find/master,2,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/ftk250_RAS.stl,1,1
