url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,65,25
/Atracsys/SlicerAstmPhantomTest/tree/master,31,6
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,25,4
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,16,5
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,14,4
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,10,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,8,2
/Atracsys/SlicerAstmPhantomTest/tree/master/screenshots,6,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AnalyzePhantomJSON.m,4,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,4,2
