url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,49,20
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,41,5
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTest.py,15,3
/Atracsys/SlicerAstmPhantomTest/tree/master,12,5
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,11,2
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,6,1
/Atracsys/SlicerAstmPhantomTest/tree/master/screenshots,6,1
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,4,2
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/calib.svg,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTestClasses/__init__.py,2,1
