time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-07 00:00:00+00:00,7,3,6.0,3.0
2023-09-08 00:00:00+00:00,7,3,,
2023-09-09 00:00:00+00:00,9,4,,
2023-09-10 00:00:00+00:00,7,3,,
2023-09-11 00:00:00+00:00,8,4,4.0,4.0
2023-09-12 00:00:00+00:00,7,3,4.0,3.0
2023-09-13 00:00:00+00:00,14,5,3.0,2.0
2023-09-14 00:00:00+00:00,9,4,6.0,2.0
2023-09-15 00:00:00+00:00,7,3,6.0,3.0
2023-09-16 00:00:00+00:00,8,4,,
2023-09-17 00:00:00+00:00,8,4,3.0,2.0
2023-09-18 00:00:00+00:00,8,4,2.0,1.0
2023-09-19 00:00:00+00:00,8,3,65.0,4.0
2023-09-20 00:00:00+00:00,5,2,1.0,1.0
