url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,28,22
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/CMakeLists.txt,7,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,5,2
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,5,2
/Atracsys/SlicerAstmPhantomTest/blob/master/License.txt,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/README.md,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/SlicerAstmPhantomTest.png,3,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,3,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/gt,3,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/gt/phantom.txt,2,1
