referrer,views_total,views_unique
Google,21,12
atracsys.com,11,5
github.com,4,3
m365.eu.vadesecure.com,3,2
statics.teams.cdn.office.net,2,2
search.brave.com,1,1
Bing,1,1
atracsys.allthingscommunicate.it,1,1
