time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-12 00:00:00+00:00,9,5,17.0,3.0
2023-04-13 00:00:00+00:00,7,3,20.0,4.0
2023-04-14 00:00:00+00:00,7,3,,
2023-04-15 00:00:00+00:00,7,3,3.0,1.0
2023-04-16 00:00:00+00:00,7,3,,
2023-04-17 00:00:00+00:00,8,4,4.0,3.0
2023-04-18 00:00:00+00:00,6,3,8.0,3.0
2023-04-19 00:00:00+00:00,7,3,9.0,2.0
2023-04-20 00:00:00+00:00,7,3,1.0,1.0
2023-04-21 00:00:00+00:00,7,3,,
2023-04-22 00:00:00+00:00,6,3,,
2023-04-23 00:00:00+00:00,7,3,,
2023-04-24 00:00:00+00:00,9,5,2.0,2.0
2023-04-25 00:00:00+00:00,7,3,5.0,1.0
