url_path,views_total,views_unique
/Atracsys/SlicerAstmPhantomTest,66,27
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest,23,8
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources,15,6
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/AstmPhantomTestClasses,11,4
/Atracsys/SlicerAstmPhantomTest/blob/master/License.txt,10,1
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/models,9,3
/Atracsys/SlicerAstmPhantomTest/tree/master/AstmPhantomTest/Resources/UI,4,3
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/Resources/models/phantom2022_RAS.stl,4,1
/Atracsys/SlicerAstmPhantomTest/blob/master/readme_img/setup_example_light.svg,4,1
/Atracsys/SlicerAstmPhantomTest/blob/master/AstmPhantomTest/AstmPhantomTestClasses/Measurements.py,3,3
